REGIONC,DIVISION,state_name,BA_climate,TYPEHUQ,YEARMADERANGE,WALLTYPE,SWIMPOOL,RECBATH,FUELTUB,RANGEFUEL,OUTGRILLFUEL,DWASHUSE,DRYRFUEL,EQUIPM,FUELHEAT,FUELH2O,MONEYPY,CARBFTP
3,4,2,1,2,6,4,1,0,-2,5,2,7,1,3,1,1,15,[82.4318324]
2,7,20,5,2,3,1,1,0,-2,-2,2,3,5,3,1,1,16,100.0
2,1,42,5,2,5,2,0,1,-2,5,-2,5,5,3,1,1,12,[54.18998568]
0,0,35,0,2,4,3,0,1,-2,5,2,1,5,3,2,5,13,[86.26947959]
3,6,4,1,2,6,4,1,1,-2,1,23,0,5,3,1,1,16,100.0
0,0,49,0,2,1,2,1,1,5,1,2,2,5,3,1,1,16,100.0
0,8,41,0,2,7,3,0,1,-2,5,2,3,5,3,1,1,16,[75.46272984]
0,8,34,7,2,7,3,0,1,5,5,2,7,5,3,1,1,11,[51.31879353]
2,7,33,5,2,7,3,0,1,-2,5,2,0,5,2,5,5,7,[46.6495867]
0,0,35,0,3,1,3,1,1,5,5,-2,1,5,3,1,1,8,[55.27343984]
3,4,28,1,2,6,4,1,1,-2,1,2,0,1,3,1,1,14,[74.7873055]
0,0,22,0,2,2,3,0,1,-2,5,2,2,1,3,1,5,16,100.0
2,1,42,5,2,5,2,1,0,-2,5,2,5,5,4,5,5,14,100.0
0,8,34,0,2,7,3,0,1,5,1,2,3,5,3,1,1,15,[74.76394099]
2,9,3,5,2,7,1,0,1,-2,1,23,3,5,3,1,1,9,[53.97747333]
1,5,21,0,2,7,3,0,1,1,1,23,6,5,3,1,1,16,[78.9643266]
0,0,49,0,2,6,2,0,1,3,2,2,0,5,4,5,5,16,100.0
3,6,4,3,2,3,2,1,0,-2,-2,2,1,5,3,1,5,10,[78.91496514]
1,5,21,0,2,7,3,1,0,-2,5,2,0,5,2,2,2,12,[91.10021977]
3,6,4,1,2,5,4,0,1,1,-2,2,0,5,3,1,1,9,[52.36618784]
3,6,4,1,2,3,4,1,0,-2,-2,2,7,5,3,1,5,16,[69.97957128]
3,4,2,1,2,4,7,1,0,-2,5,2,1,5,3,1,1,13,[62.42793794]
0,8,23,0,2,3,3,0,1,5,5,2,7,5,2,2,2,14,[87.35962752]
2,7,9,2,2,6,4,1,0,-2,5,-2,5,1,-2,-2,1,15,[47.69522468]
1,2,32,0,2,5,3,1,0,-2,5,2,8,5,3,1,1,16,[93.62476801]
2,9,18,2,2,5,1,1,0,-2,-2,23,4,5,3,5,5,13,[99.95036609]
0,0,35,0,2,1,3,1,0,-2,13,2,5,1,3,1,1,12,[79.0874322]
2,9,43,2,2,6,1,0,1,5,-2,2,1,5,3,1,1,16,[90.19020221]
2,1,0,2,2,8,1,0,1,-2,5,2,2,5,3,1,1,16,[93.94617669]
3,6,37,3,2,8,3,0,1,5,5,2,7,5,3,1,1,15,[68.99561989]
2,1,17,5,2,4,4,0,1,-2,5,-2,5,5,3,1,1,10,[42.69626943]
0,8,41,0,2,9,2,0,1,5,5,2,3,5,2,5,5,15,100.0
0,0,14,0,2,5,3,1,0,-2,1,2,4,1,3,1,1,13,[73.1541797]
0,8,23,7,2,7,2,0,1,5,5,2,7,5,2,5,5,16,100.0
3,3,44,0,2,1,3,1,0,-2,5,-2,5,5,3,1,1,13,[74.90863496]
2,7,33,5,2,5,3,0,1,-2,1,2,3,1,3,1,1,15,[95.43196962]
1,2,38,5,2,9,3,1,0,-2,1,2,3,1,3,1,1,16,[88.68900593]
1,2,30,0,2,3,3,0,1,-2,-2,2,1,1,3,1,1,15,100.0
1,5,45,0,2,6,2,1,1,2,5,2,8,5,3,3,3,16,100.0
3,6,4,1,2,7,4,1,1,5,-2,2,4,5,3,5,1,16,100.0
1,5,45,0,2,7,3,1,1,2,5,1,2,5,3,3,8,16,100.0
0,0,22,0,2,2,3,0,1,5,5,1,5,5,3,1,5,16,100.0
2,7,20,5,2,7,3,0,1,5,5,2,2,5,4,5,5,10,[58.00115874]
3,6,4,3,2,5,2,0,1,5,-2,23,4,5,2,5,5,15,[92.0214693]
2,7,33,5,2,6,3,1,0,-2,5,2,4,5,4,5,5,13,[99.45339128]
1,2,30,5,3,1,1,0,1,1,1,23,7,1,2,1,1,13,[65.69685968]
3,6,4,3,2,5,2,0,1,5,1,2,0,1,3,1,1,14,[92.2249167]
3,6,4,1,3,6,4,0,1,5,1,1,4,5,3,1,1,14,[56.45788041]
2,7,46,5,2,5,3,0,1,1,-2,1,7,5,3,1,1,16,[77.42724886]
1,5,39,0,3,2,3,0,1,1,1,-2,2,-2,2,1,1,11,[65.98244346]
2,9,3,5,2,7,1,0,1,5,5,2,10,5,3,1,1,15,[85.94757458]
2,7,20,5,2,3,6,1,0,-2,5,2,3,5,3,3,5,16,100.0
2,9,43,2,2,6,1,0,1,5,5,2,0,5,4,5,5,14,[94.02339465]
0,0,14,5,1,8,3,1,0,-2,5,-2,7,5,3,5,5,9,[54.43962094]
3,6,1,7,2,7,5,0,1,-2,1,-2,7,1,3,1,1,14,[69.22103497]
3,4,2,1,2,7,4,1,1,1,13,1,2,1,3,1,1,15,[89.64001715]
3,4,31,0,2,8,4,0,1,5,1,23,5,5,3,1,1,14,[84.92343372]
3,3,12,0,2,1,1,0,1,5,5,-2,4,5,2,1,1,14,[87.19854783]
0,0,13,0,2,4,3,1,0,-2,1,23,7,5,3,1,1,15,[53.80908431]
2,1,42,5,3,5,3,1,0,-2,5,-2,0,-2,4,5,5,1,[6.09764438]
1,5,29,0,2,7,3,1,1,1,5,2,3,5,3,1,1,16,[98.55257024]
2,7,9,2,2,4,1,1,0,-2,1,23,7,5,3,1,5,7,[36.22187129]
2,1,42,5,2,4,1,0,1,5,-2,2,-2,5,4,5,5,12,100.0
1,2,38,5,2,5,3,1,0,-2,1,23,3,1,3,1,1,16,[55.07275299]
2,1,42,5,2,6,3,0,1,-2,5,-2,14,5,3,1,1,13,[44.97959149]
3,4,31,4,2,3,2,0,1,5,1,2,-2,5,3,1,1,8,[46.23980575]
2,1,0,5,2,6,1,1,0,-2,5,1,4,5,3,1,1,15,100.0
2,7,9,2,2,5,7,1,0,-2,-2,2,5,5,4,5,5,16,[87.82292066]
3,6,4,3,1,7,2,0,1,5,1,2,2,5,-2,-2,3,12,100.0
3,4,31,4,2,4,4,1,0,-2,5,-2,5,5,3,1,1,15,[66.75279478]
1,2,38,0,2,4,3,1,0,-2,2,2,4,5,2,99,5,10,100.0
3,6,1,7,2,5,3,0,1,5,1,23,7,5,3,1,5,15,[97.96917906]
2,9,36,5,2,8,1,0,1,5,1,-2,1,5,3,1,1,12,[63.8845276]
3,6,47,0,2,3,2,0,1,5,13,1,3,5,3,1,1,14,[69.49063657]
2,7,9,2,2,2,4,1,0,-2,5,2,1,5,3,5,5,16,100.0
0,8,25,5,2,6,3,1,0,-2,2,2,5,2,3,2,5,15,100.0
3,4,2,1,2,7,4,1,1,5,-2,2,2,1,3,1,1,14,[83.41713425]
2,1,42,5,2,4,3,0,1,-2,5,2,3,5,3,1,1,14,[74.22318771]
2,7,9,2,2,3,7,1,0,-2,5,2,0,5,4,5,5,12,[86.03719564]
3,3,26,0,2,6,3,0,1,5,5,2,4,5,3,2,2,16,[90.9631787]
1,2,38,0,2,1,3,1,0,-2,5,2,-2,5,3,1,1,13,[93.02927337]
1,2,30,5,2,7,3,1,0,-2,13,-2,1,1,3,1,1,16,100.0
3,6,4,1,2,5,4,0,1,5,-2,1,7,5,3,1,1,16,[94.69292968]
2,7,9,2,2,6,4,1,0,-2,5,2,4,5,4,5,5,14,100.0
1,5,21,0,2,6,2,1,1,-2,-2,2,7,5,3,3,3,16,100.0
1,2,32,5,2,2,3,1,0,-2,2,2,-2,5,3,3,3,8,[55.67239097]
1,5,39,0,2,4,5,0,1,5,5,2,5,5,3,1,1,15,[72.18958064]
2,9,43,2,2,9,1,1,1,1,-2,-2,2,5,3,1,1,14,100.0
0,0,13,0,2,4,3,0,1,-2,5,2,3,5,5,5,5,11,[79.6724318]
2,9,18,2,2,3,3,0,1,5,13,-2,0,5,10,5,5,11,[82.01941897]
0,8,25,5,2,5,3,1,0,-2,-2,2,4,5,3,1,1,13,[58.71706917]
1,2,38,0,2,9,3,1,0,-2,-2,2,1,5,3,1,1,16,[86.12377942]
1,5,19,0,2,5,3,1,1,-2,5,2,4,5,3,3,3,15,100.0
2,7,9,2,2,5,2,1,1,99,5,2,0,5,3,5,5,6,[32.46385571]
2,7,40,5,2,3,1,1,0,-2,5,2,5,5,4,5,5,12,[99.46994326]
3,6,4,3,2,6,2,0,1,5,1,23,2,5,3,1,1,15,100.0
1,2,30,5,2,4,3,1,0,-2,1,2,7,1,3,1,1,16,[92.00123384]
0,8,41,0,2,7,3,0,1,-2,5,2,2,5,3,1,1,16,[72.23986443]
3,4,2,1,2,6,4,1,0,-2,-2,-2,7,5,5,5,5,13,[87.17830183]
1,2,38,0,2,7,3,1,0,-2,2,2,6,5,3,2,5,16,100.0
1,5,6,0,2,4,1,1,1,5,2,2,5,5,3,3,3,16,100.0
0,8,23,0,2,7,3,0,1,2,-2,2,7,5,3,2,2,16,[98.51749059]
1,5,6,0,2,1,3,1,1,-2,1,2,1,5,2,3,3,6,[40.3808024]
2,1,42,5,2,6,3,1,0,-2,5,23,3,5,4,5,5,13,[75.71525739]
3,6,4,1,2,6,4,1,0,-2,1,1,2,1,3,1,1,14,[69.28705475]
2,9,18,2,2,1,1,1,0,-2,-2,-2,2,1,3,1,1,14,100.0
0,8,34,7,2,6,3,0,1,5,1,2,6,5,3,1,5,16,[87.53113518]
0,8,23,7,2,3,3,0,1,5,5,2,1,5,4,5,5,14,[95.4810549]
0,8,27,0,2,6,3,0,1,1,5,23,4,5,3,1,1,15,[70.12204441]
3,6,37,3,2,5,2,0,1,5,-2,2,2,5,4,5,5,12,[90.32928525]
1,2,32,5,2,2,1,1,1,-2,5,-2,0,1,3,1,5,1,[7.76829357]
3,6,1,7,2,6,3,0,1,1,1,1,3,1,3,1,1,15,[96.72894216]
0,0,13,0,2,1,3,1,0,-2,1,23,0,1,3,1,1,14,100.0
2,7,46,5,2,6,1,1,0,-2,-2,-2,3,5,3,2,2,16,100.0
2,1,42,5,2,4,2,0,1,-2,5,-2,5,5,4,5,5,15,100.0
1,5,21,0,2,7,3,0,1,-2,-2,2,4,2,2,3,3,16,100.0
3,4,2,1,2,7,4,1,0,-2,1,2,1,5,3,1,1,13,[55.10320596]
1,2,32,0,2,7,5,1,0,-2,1,-2,5,1,3,1,3,5,[22.36199095]
3,6,1,7,3,6,3,0,1,-2,1,-2,1,5,2,1,1,9,[43.08031537]
3,6,4,1,2,4,4,0,1,5,-2,-2,3,5,4,5,5,5,[30.93967526]
2,9,43,2,2,3,1,1,0,-2,5,2,0,5,3,5,5,16,100.0
1,5,6,0,2,6,3,1,0,-2,5,2,3,5,3,3,3,14,100.0
2,1,0,5,2,4,3,0,1,5,5,23,3,5,3,1,5,15,[91.87954382]
2,9,43,2,2,8,6,0,1,5,13,23,3,5,3,1,5,14,[59.7934624]
2,7,9,2,2,5,7,1,1,5,5,2,2,5,4,5,5,12,[73.64306634]
2,7,46,5,2,5,2,0,1,-2,5,-2,3,5,4,5,5,14,100.0
2,1,0,5,2,7,1,0,1,5,-2,23,5,5,4,5,5,12,[72.83782155]
0,0,14,5,2,2,3,0,1,-2,5,23,-2,5,3,1,5,6,[27.65189309]
2,7,40,5,2,6,1,0,1,-2,2,-2,1,5,4,5,5,16,100.0
1,5,21,0,2,6,2,1,1,2,-2,2,2,5,3,3,3,16,100.0
2,1,17,5,2,2,1,1,0,-2,5,1,0,5,3,1,1,10,100.0
3,6,4,1,1,4,4,0,1,-2,-2,1,2,1,3,1,1,8,[46.19575174]
3,4,2,1,2,7,4,1,0,-2,5,2,0,5,4,5,5,10,[68.17752661]
0,8,34,7,2,6,3,0,1,5,5,2,3,5,3,99,5,13,100.0
3,6,4,1,3,7,4,1,0,-2,-2,2,3,1,3,1,1,15,[70.68528985]
3,6,47,0,2,4,2,1,0,-2,5,2,2,5,3,5,5,12,100.0
3,3,12,0,2,1,1,0,1,5,5,2,3,5,13,5,5,14,100.0
2,7,9,2,2,7,4,1,0,-2,2,2,5,5,3,5,5,14,[96.62338281]
2,9,43,2,2,6,2,1,0,-2,2,23,-2,5,10,5,5,16,100.0
1,5,21,0,2,5,2,0,1,1,1,23,7,1,3,1,1,11,[52.24732028]
0,8,16,5,2,3,1,1,0,-2,5,23,-2,5,3,1,1,12,[47.59017947]
2,7,9,2,2,6,4,1,1,2,-2,2,2,5,3,5,5,16,100.0
3,6,4,1,2,5,4,0,1,5,1,1,4,5,4,5,1,6,[37.63706132]
1,5,45,0,2,1,2,0,1,5,2,2,7,5,3,3,3,14,100.0
2,7,9,2,2,3,4,1,1,5,-2,23,1,5,3,5,5,11,[79.40482827]
3,6,4,1,2,7,4,0,1,-2,-2,-2,4,1,3,1,1,16,[85.68176864]
0,0,14,0,2,2,3,1,1,5,2,2,5,2,3,2,2,16,100.0
0,8,41,0,2,4,3,0,1,5,5,23,2,5,3,1,1,15,[87.8791757]
0,0,14,0,2,1,2,1,0,-2,5,23,4,1,4,5,1,9,[44.98889124]
2,9,18,2,2,3,1,1,0,-2,1,23,2,5,7,1,1,15,100.0
2,9,43,2,2,9,1,1,1,1,1,2,2,5,3,5,5,16,100.0
3,3,12,0,2,9,3,0,1,5,1,-2,1,5,3,1,1,14,[54.10812079]
3,3,12,0,5,8,3,-2,1,5,5,-2,2,5,5,5,5,7,[50.65792444]
2,9,3,5,2,7,1,0,1,5,5,-2,7,5,3,5,5,13,[96.91553294]
3,6,4,1,2,5,4,1,0,-2,1,-2,-2,1,3,5,1,9,[50.81317904]
1,2,30,5,2,4,2,1,0,-2,1,1,3,5,7,1,1,16,[89.22252561]
0,8,15,0,2,6,3,1,1,5,1,23,7,1,3,1,1,15,100.0
2,9,3,5,2,9,1,0,1,5,5,-2,4,5,3,5,5,12,[89.8704144]
1,5,19,0,2,2,2,1,0,-2,5,-2,3,5,3,1,1,15,100.0
0,8,25,5,1,6,3,0,1,1,1,-2,-2,5,3,1,1,6,[26.89969821]
3,6,4,1,2,2,4,1,1,5,-2,23,2,1,3,1,1,15,[68.8901285]
2,7,46,5,2,6,3,1,0,-2,-2,1,0,5,3,1,1,11,[54.05735322]
0,0,35,0,2,1,3,1,0,-2,5,-2,2,5,3,1,1,9,[61.75326774]
2,1,0,2,2,1,1,1,0,-2,1,2,2,5,3,1,1,11,[79.35904656]
1,2,32,5,2,1,3,1,0,-2,5,2,1,5,8,7,3,15,100.0
1,2,38,5,2,3,3,1,0,-2,5,2,4,5,3,3,5,11,[83.48318659]
2,7,9,2,2,5,3,1,0,-2,5,-2,1,5,3,5,5,15,100.0
3,6,47,3,2,2,2,0,1,5,5,2,1,5,8,7,5,9,[54.83911901]
1,2,32,5,2,2,3,0,1,5,13,23,0,1,2,1,1,16,[55.60148605]
2,9,43,2,2,7,1,1,1,1,1,23,5,1,3,1,1,14,[94.01586978]
2,9,43,2,5,8,3,-2,1,-2,1,-2,1,1,13,5,5,15,100.0
2,1,17,5,2,8,1,1,0,-2,2,2,5,5,4,5,5,16,100.0
0,0,13,0,2,6,3,1,0,-2,5,23,0,1,3,1,5,15,[55.90547374]
1,2,32,0,4,1,1,-2,1,5,1,23,7,1,3,1,1,16,100.0
0,8,25,5,2,3,1,1,0,-2,5,2,8,5,3,2,2,13,[92.50897812]
1,5,21,0,2,4,2,1,1,-2,2,2,2,2,2,3,3,16,100.0
2,1,0,5,2,8,5,1,1,5,5,23,5,5,4,5,5,11,[69.47603195]
2,7,10,5,2,5,2,1,0,-2,5,2,4,5,3,1,1,15,100.0
1,5,21,0,4,1,5,-2,1,5,1,2,8,1,2,1,1,15,[80.31175665]
3,4,2,1,2,7,4,1,0,-2,1,2,7,5,3,1,1,15,[61.45547182]
0,8,16,5,2,4,1,1,0,-2,2,1,1,5,3,2,5,14,100.0
2,7,46,5,2,7,2,0,1,5,5,2,7,5,4,5,5,16,100.0
1,2,32,0,2,5,3,0,1,1,5,2,2,5,3,1,1,16,[92.47770387]
2,7,46,5,2,6,3,0,1,5,5,2,3,5,4,5,5,14,[91.24899664]
3,4,2,1,2,5,4,1,0,-2,5,23,1,5,4,5,5,11,[70.24587344]
3,4,31,1,2,8,4,0,1,1,-2,23,7,5,3,1,1,11,[47.11223709]
3,6,11,2,2,2,2,1,1,2,-2,2,1,5,-2,-2,2,13,100.0
2,9,18,2,1,7,3,0,1,5,-2,-2,0,5,5,5,5,9,[78.03009495]
0,8,16,5,2,7,3,0,1,5,1,2,3,5,3,1,1,15,[74.76394099]
2,1,17,5,2,5,1,1,0,-2,5,2,4,5,8,7,5,12,100.0
3,3,12,0,2,7,3,1,0,-2,1,-2,-2,5,3,1,1,11,[38.39765705]
2,7,9,2,2,4,1,1,0,-2,5,2,-2,-2,3,5,5,8,[71.43500895]
1,5,6,0,2,6,2,1,0,-2,-2,2,3,5,3,3,3,15,100.0
0,0,22,0,2,6,3,0,1,5,1,2,3,5,3,1,1,12,[61.0280447]
3,6,4,1,2,5,4,1,1,-2,5,2,2,1,3,1,1,13,[79.57827229]
2,9,3,2,2,4,2,0,1,-2,1,2,-2,5,3,1,5,13,[92.36632831]
3,6,47,3,2,4,2,0,1,5,5,2,4,5,3,5,5,15,100.0
1,5,19,0,2,1,2,1,1,5,5,2,-2,5,8,7,3,13,100.0
3,3,26,0,2,6,3,0,1,5,-2,2,5,5,8,7,2,13,[95.49630508]
0,0,49,0,2,2,3,1,0,-2,1,2,0,1,3,1,1,15,[96.20637211]
1,2,30,5,2,3,2,1,1,1,-2,1,5,5,3,1,1,16,100.0
1,5,45,0,2,1,3,1,0,-2,5,2,2,5,2,3,3,12,100.0
3,6,4,1,2,6,4,1,1,1,-2,1,0,1,3,1,1,16,[78.90701115]
2,7,40,5,2,5,3,1,0,-2,2,23,7,5,3,2,2,14,[61.46616237]
2,1,17,5,3,7,1,0,1,5,5,-2,2,5,3,5,5,11,[81.95013086]
3,6,4,3,2,4,2,0,1,5,5,-2,3,1,3,1,1,14,[72.54532784]
2,9,43,2,2,7,1,1,1,5,2,23,1,5,3,5,5,16,100.0
3,6,4,1,2,5,4,1,0,-2,2,2,4,5,8,7,2,15,100.0
2,7,9,2,2,7,1,1,0,-2,5,2,1,5,10,5,5,13,100.0
1,5,29,0,2,5,3,1,0,-2,-2,2,1,5,3,3,5,15,100.0
3,4,2,1,2,7,4,1,0,-2,-2,2,7,5,3,1,1,16,[55.04570646]
1,5,29,0,5,4,1,-2,1,1,1,-2,-2,-2,3,1,1,14,100.0
2,7,9,2,2,6,3,0,1,-2,1,1,1,1,4,5,1,14,100.0
3,6,37,3,1,6,3,0,1,5,5,2,2,5,8,7,5,11,[65.05551796]
1,5,19,0,2,7,3,0,1,3,-2,2,4,5,3,3,5,15,100.0
2,9,43,2,2,7,1,1,1,1,5,2,7,1,3,5,5,16,100.0
2,7,9,2,2,9,4,1,0,-2,5,2,1,5,-2,-2,5,12,[77.69346804]
3,6,47,0,1,6,2,0,1,5,2,2,4,5,3,2,2,11,[68.80761538]
2,7,20,5,2,6,3,1,0,-2,5,2,7,5,4,5,5,15,100.0
3,3,44,0,2,4,1,1,1,5,1,23,7,5,3,1,1,16,100.0
2,7,33,5,2,2,3,0,1,5,5,2,7,5,3,1,5,10,[63.31991559]
3,4,2,1,2,6,4,1,0,-2,5,2,2,5,3,1,1,15,[81.67329074]
3,6,4,1,2,2,7,0,1,1,1,23,-2,1,3,1,1,12,[65.13049527]
3,3,26,0,2,5,2,0,1,5,1,2,2,5,3,1,1,15,[90.11687651]
2,7,9,2,2,4,7,1,0,-2,5,-2,1,5,4,5,5,13,[91.59179629]
1,2,30,0,2,3,3,1,0,-2,1,1,4,1,3,1,1,16,[98.92731532]
2,7,9,2,2,4,7,1,0,-2,5,2,3,5,4,5,5,12,[80.43036559]
1,5,6,0,2,7,2,0,1,-2,-2,2,4,5,3,3,3,16,100.0
1,5,21,0,2,5,3,0,1,5,5,2,3,5,3,3,3,16,100.0
3,4,31,4,2,3,4,0,1,1,1,2,2,5,3,1,1,14,[81.13610583]
2,7,9,2,2,4,2,1,0,-2,5,1,1,5,4,5,5,6,[48.1521348]
2,7,48,5,2,7,3,0,1,5,5,2,5,5,4,5,5,15,100.0
1,2,30,5,2,5,3,0,1,-2,1,2,1,5,2,1,1,8,[44.70903831]
2,1,17,5,2,6,1,1,0,-2,-2,-2,0,5,7,2,5,12,[84.10442419]
2,9,43,2,2,8,1,1,1,1,-2,1,7,1,3,5,5,16,100.0
2,1,17,5,2,4,3,0,1,-2,5,-2,3,5,3,5,5,8,[54.71764381]
2,9,43,2,2,7,1,1,0,-2,1,1,4,5,3,1,5,16,100.0
1,2,30,0,2,2,3,1,0,-2,-2,2,7,1,2,1,1,15,[87.37761958]
1,2,32,0,2,4,3,1,0,-2,5,2,3,5,2,1,1,15,[93.26872076]
1,5,45,0,2,5,2,1,0,-2,2,2,10,2,7,2,2,16,100.0
3,3,50,0,2,6,1,0,1,5,5,-2,2,5,3,1,1,16,[88.55086687]
3,6,47,3,2,2,3,1,0,-2,-2,2,4,5,8,7,5,10,[69.62755088]
3,6,4,1,2,7,3,1,0,-2,-2,23,3,2,3,2,2,15,100.0
3,6,47,3,4,5,2,-2,1,5,5,-2,3,-2,10,5,5,12,100.0
2,7,33,5,2,7,1,1,0,-2,-2,2,3,1,3,5,1,16,100.0
2,7,9,2,2,6,1,1,0,-2,-2,2,7,5,4,5,5,13,100.0
3,3,5,0,2,6,3,1,1,-2,5,1,4,5,3,1,1,16,100.0
1,2,30,5,2,7,3,0,1,-2,-2,-2,1,1,3,1,1,13,[68.39451254]
3,4,2,1,2,5,4,1,1,-2,-2,2,2,5,4,5,5,10,[73.15997538]
2,7,9,2,2,4,3,0,1,5,5,2,6,5,5,5,5,15,100.0
3,4,2,1,2,5,4,1,0,-2,5,2,0,5,4,5,5,15,100.0
2,7,9,2,2,6,3,1,0,-2,5,2,2,5,4,5,5,14,100.0
3,6,4,1,2,2,4,1,0,-2,-2,1,5,1,3,1,1,15,[91.34255622]
3,6,11,2,2,4,2,0,1,5,-2,-2,4,-2,-2,-2,5,11,[81.97967646]
2,7,20,5,2,5,2,0,1,5,5,2,1,5,4,5,5,13,[84.7345094]
1,2,30,0,2,1,3,1,0,-2,1,2,-2,1,2,1,1,16,100.0
0,0,35,0,1,4,3,1,0,-2,5,-2,-2,5,8,7,5,2,[10.73729434]
3,6,4,1,2,3,4,0,1,5,-2,23,4,5,3,1,1,16,[72.06715073]
1,2,32,0,2,7,3,1,0,-2,2,2,5,2,3,2,5,16,100.0
0,0,14,0,2,4,2,1,1,5,5,2,1,5,3,1,1,16,[95.20996814]
2,9,18,2,3,7,4,0,1,5,5,-2,0,5,4,5,5,7,[42.08991879]
3,4,28,1,2,6,4,1,0,-2,-2,1,7,1,3,1,1,16,[77.90711705]
2,7,9,2,2,7,7,0,1,-2,5,23,0,5,-2,-2,5,14,[81.5570834]
0,8,34,0,2,5,3,0,1,5,5,2,14,5,3,2,5,16,100.0
3,6,4,3,2,7,7,0,1,-2,1,2,7,5,3,1,1,12,[45.42732049]
3,3,26,0,2,6,1,0,1,-2,5,2,7,5,5,5,5,11,[88.74162811]
3,6,4,1,2,4,4,0,1,5,-2,-2,3,1,3,1,1,16,[84.27404871]
2,7,9,2,2,6,7,1,1,5,-2,23,1,5,4,5,5,12,[78.22623801]
1,5,21,0,2,6,3,0,1,-2,5,2,7,5,3,3,5,15,100.0
1,5,39,0,2,4,2,1,0,-2,2,2,7,5,3,3,3,15,100.0
1,5,45,0,2,6,3,0,1,5,5,23,3,5,2,3,3,15,[92.70661424]
1,2,30,0,2,1,3,0,1,-2,-2,2,7,1,3,1,1,16,100.0
2,7,33,5,2,7,3,1,1,-2,2,2,1,2,3,2,2,16,100.0
0,0,35,0,2,6,3,0,1,5,1,2,3,1,3,1,1,12,[79.57606846]
0,0,13,0,5,7,7,-2,1,5,5,-2,3,5,5,5,5,16,100.0
0,0,13,0,2,5,3,0,1,-2,1,2,0,1,3,1,1,15,[89.47590073]
2,7,20,5,2,8,3,1,1,-2,-2,2,8,5,4,5,5,14,100.0
1,5,21,0,2,5,2,1,0,-2,5,2,5,5,2,3,3,12,[88.63810058]
0,0,49,0,2,7,3,0,1,-2,1,1,5,1,3,1,1,16,100.0
3,6,11,2,2,7,3,1,0,-2,1,23,7,5,-2,-2,1,16,[75.62177942]
2,7,46,5,2,6,3,1,0,-2,5,2,3,5,4,5,5,15,100.0
2,7,48,5,2,5,3,1,0,-2,5,-2,-2,5,8,7,5,7,[44.02421355]
2,1,0,5,2,5,2,1,0,-2,2,23,7,5,4,5,5,15,[88.30020112]
3,6,1,7,2,7,3,0,1,1,13,23,10,5,3,1,1,14,[56.78422929]
2,7,20,5,2,2,2,0,1,1,1,-2,-2,1,3,1,1,15,100.0
2,7,9,2,2,5,7,1,0,-2,5,23,7,5,4,5,5,16,[70.42710864]
2,9,43,2,2,7,1,0,1,-2,-2,23,3,5,3,1,5,15,[93.62990608]
3,6,4,1,2,3,4,1,0,-2,-2,2,7,1,3,1,1,16,[89.63524822]
1,2,32,0,2,1,3,1,0,-2,5,2,3,5,3,3,3,14,100.0
1,2,38,0,2,3,1,1,1,5,5,2,3,1,3,1,1,13,[99.88713198]
3,4,2,1,2,8,4,1,0,-2,-2,2,7,1,3,1,1,16,[73.18304352]
0,8,23,0,2,2,2,0,1,5,1,2,7,5,3,1,1,16,[96.56479564]
1,2,32,5,2,2,3,1,0,-2,1,2,7,1,7,1,1,16,100.0
1,2,32,0,2,1,2,0,1,5,2,2,6,5,3,2,5,13,100.0
0,0,14,0,2,1,3,1,0,-2,2,-2,4,2,3,2,2,10,[72.75039955]
2,9,3,5,1,7,3,0,1,-2,5,23,-2,5,3,5,5,1,[4.15906661]
2,9,18,2,1,8,3,1,0,-2,5,-2,3,5,4,5,5,12,[88.32256836]
1,2,32,5,2,9,1,1,0,-2,1,2,6,1,3,1,1,9,[61.01722653]
2,1,0,2,1,4,2,1,0,-2,2,-2,7,5,3,2,5,7,[38.83739942]
3,4,2,1,2,3,7,1,0,-2,1,1,4,5,4,5,5,16,100.0
1,2,30,0,2,8,3,1,0,-2,-2,2,10,5,3,1,1,16,[56.95679796]
2,9,43,2,2,8,4,0,1,5,-2,23,8,5,3,1,1,16,[55.02595052]
3,6,11,2,2,3,1,1,1,-2,-2,2,4,5,-2,-2,8,15,100.0
2,7,9,2,2,7,7,1,0,-2,-2,-2,2,5,-2,-2,5,15,[68.43834183]
0,0,14,5,2,6,1,0,1,5,1,2,6,5,3,1,5,15,[97.53727123]
2,7,10,5,2,5,3,1,0,-2,5,2,2,5,3,5,5,13,100.0
0,0,13,5,2,6,3,0,1,1,-2,23,3,5,10,5,1,14,[98.22524507]
2,7,48,0,2,6,3,1,1,5,5,2,3,5,8,7,5,8,[52.41974653]
2,7,8,5,3,1,1,0,1,-2,1,23,3,5,2,1,1,16,[89.07318091]
2,1,24,5,2,6,1,0,1,-2,5,23,3,-2,3,5,5,15,[91.08594082]
3,6,11,2,2,1,2,1,0,-2,1,23,-2,5,-2,-2,1,15,[96.51784236]
2,9,43,2,2,9,1,0,1,-2,-2,-2,7,5,3,1,1,16,[66.81655978]
3,6,4,1,2,5,4,1,0,-2,13,1,2,1,3,1,5,11,[76.1860596]
2,9,43,1,1,7,2,0,1,-2,13,23,-2,5,3,1,1,11,[30.87912621]
0,0,35,0,2,4,1,1,0,-2,5,-2,2,5,4,5,5,16,100.0
2,7,9,2,2,4,4,1,0,-2,5,23,0,5,4,5,5,11,[86.84668095]
